Year,Term,Number,Subject,Course Title,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W
2015,Fall,101,CS,Intro Computing: Engrg and Sci,"Cunningham, Ryan M",0,6,4,4,9,4,4,2,1,0,1,0,3,0
2015,Fall,101,CS,Intro Computing: Engrg and Sci,"Cunningham, Ryan M",1,12,4,5,6,1,2,2,0,0,3,0,1,1
2015,Fall,101,CS,Intro Computing: Engrg and Sci,"Cunningham, Ryan M",0,13,7,9,5,2,0,2,0,0,2,0,0,0
2015,Fall,101,CS,Intro Computing: Engrg and Sci,"Cunningham, Ryan M",0,11,8,3,11,2,0,2,1,0,0,0,1,0
2015,Fall,101,CS,Intro Computing: Engrg and Sci,"Cunningham, Ryan M",0,7,4,3,10,2,3,5,1,0,2,0,1,1
2015,Fall,101,CS,Intro Computing: Engrg and Sci,"Cunningham, Ryan M",1,13,5,7,11,2,0,0,1,0,1,0,0,0
2015,Fall,101,CS,Intro Computing: Engrg and Sci,"Cunningham, Ryan M",0,14,4,4,7,0,2,2,1,0,1,0,1,1
2015,Fall,101,CS,Intro Computing: Engrg and Sci,"Cunningham, Ryan M",0,9,5,1,8,4,1,7,0,0,2,0,1,0
2015,Fall,101,CS,Intro Computing: Engrg and Sci,"Cunningham, Ryan M",0,14,3,5,10,2,2,1,0,0,1,0,0,0
2015,Fall,101,CS,Intro Computing: Engrg and Sci,"Cunningham, Ryan M",1,20,4,5,3,2,1,1,1,0,1,0,1,0
2015,Fall,101,CS,Intro Computing: Engrg and Sci,"Cunningham, Ryan M",1,11,6,7,9,0,0,4,1,0,0,0,1,0
2015,Fall,101,CS,Intro Computing: Engrg and Sci,"Cunningham, Ryan M",0,7,2,7,13,1,0,6,1,0,2,0,1,0
2015,Fall,101,CS,Intro Computing: Engrg and Sci,"Cunningham, Ryan M",1,14,6,4,5,3,2,4,0,0,1,0,1,0
2015,Fall,101,CS,Intro Computing: Engrg and Sci,"Cunningham, Ryan M",0,10,5,4,5,2,3,3,2,0,2,0,3,0
2015,Fall,101,CS,Intro Computing: Engrg and Sci,"Cunningham, Ryan M",1,7,2,2,5,2,2,5,1,0,3,0,4,0
2015,Fall,101,CS,Intro Computing: Engrg and Sci,"Cunningham, Ryan M",0,16,2,6,7,1,1,1,0,0,1,0,4,0
2015,Fall,101,CS,Intro Computing: Engrg and Sci,"Cunningham, Ryan M",1,16,3,2,8,2,0,3,1,0,1,0,1,0
2015,Fall,105,CS,Intro Computing: Non-Tech,"Fagen, Wade A",17,3,2,5,7,2,1,0,0,1,0,0,1,0
2015,Fall,105,CS,Intro Computing: Non-Tech,"Fagen, Wade A",9,13,5,1,4,1,2,0,0,1,0,0,1,0
2015,Fall,105,CS,Intro Computing: Non-Tech,"Fagen, Wade A",8,12,6,6,3,2,0,1,0,0,0,0,0,0
2015,Fall,105,CS,Intro Computing: Non-Tech,"Fagen, Wade A",8,5,6,2,4,2,3,2,1,0,0,0,1,0
2015,Fall,105,CS,Intro Computing: Non-Tech,"Fagen, Wade A",11,13,3,4,2,1,0,1,1,0,0,0,0,0
2015,Fall,105,CS,Intro Computing: Non-Tech,"Fagen, Wade A",7,5,4,4,8,3,2,0,1,1,1,0,0,1
2015,Fall,105,CS,Intro Computing: Non-Tech,"Fagen, Wade A",11,7,3,4,4,4,1,1,0,0,0,0,0,0
2015,Fall,105,CS,Intro Computing: Non-Tech,"Fagen, Wade A",10,11,7,2,1,1,3,1,0,0,0,0,0,0
2015,Fall,105,CS,Intro Computing: Non-Tech,"Fagen, Wade A",5,18,2,7,1,3,0,0,0,0,0,0,0,0
2015,Fall,105,CS,Intro Computing: Non-Tech,"Fagen, Wade A",7,10,5,9,4,1,1,0,2,0,1,0,1,0
2015,Fall,105,CS,Intro Computing: Non-Tech,"Fagen, Wade A",10,11,6,5,5,0,1,1,0,0,0,0,0,0
2015,Fall,105,CS,Intro Computing: Non-Tech,"Fagen, Wade A",14,11,7,3,3,0,0,1,0,0,0,0,0,0
2015,Fall,105,CS,Intro Computing: Non-Tech,"Fagen, Wade A",11,10,8,4,3,1,1,0,0,0,0,0,1,0
2015,Fall,105,CS,Intro Computing: Non-Tech,"Fagen, Wade A",16,9,2,3,1,2,0,1,2,0,1,0,0,0
2015,Fall,105,CS,Intro Computing: Non-Tech,"Fagen, Wade A",11,12,4,3,1,0,1,0,0,0,0,0,2,0
2015,Fall,105,CS,Intro Computing: Non-Tech,"Fagen, Wade A",15,11,2,1,2,1,1,1,1,1,0,0,1,0
2015,Fall,105,CS,Intro Computing: Non-Tech,"Fagen, Wade A",14,15,4,1,2,0,0,1,0,0,0,0,0,0
2015,Fall,105,CS,Intro Computing: Non-Tech,"Fagen, Wade A",12,11,1,3,6,2,1,1,0,0,0,0,0,0
2015,Fall,105,CS,Intro Computing: Non-Tech,"Fagen, Wade A",14,7,3,5,1,2,1,0,0,0,0,1,0,0
2015,Fall,105,CS,Intro Computing: Non-Tech,"Fagen, Wade A",14,5,9,2,4,1,0,0,0,1,0,0,0,0
2015,Fall,105,CS,Intro Computing: Non-Tech,"Fagen, Wade A",14,9,2,3,5,2,1,0,1,1,0,0,0,0
2015,Fall,105,CS,Intro Computing: Non-Tech,"Fagen, Wade A",14,11,5,3,3,3,1,0,0,0,0,0,0,0
2015,Fall,105,CS,Intro Computing: Non-Tech,"Fagen, Wade A",8,13,5,3,6,0,0,0,0,0,1,0,0,0
2015,Fall,105,CS,Intro Computing: Non-Tech,"Fagen, Wade A",8,5,10,4,1,2,1,0,0,2,0,0,1,2
2015,Fall,125,CS,Intro to Computer Science,"Chapman, William L",51,59,17,16,10,5,8,15,1,1,0,1,3,0
2015,Fall,125,CS,Intro to Computer Science,"Chapman, William L",47,57,18,12,22,5,12,12,2,2,1,0,4,0
2015,Fall,125,CS,Intro to Computer Science,"Chapman, William L",54,54,7,16,17,5,14,14,1,3,0,0,5,5
2015,Fall,173,CS,Discrete Structures,"Fleck, Margaret M",1,5,5,2,4,8,4,0,1,0,0,0,0,0
2015,Fall,173,CS,Discrete Structures,"Fleck, Margaret M",0,8,4,3,5,3,2,1,3,0,0,0,0,1
2015,Fall,173,CS,Discrete Structures,"Fleck, Margaret M",3,7,7,5,3,2,2,2,0,0,0,0,0,0
2015,Fall,173,CS,Discrete Structures,"Fleck, Margaret M",1,7,5,2,6,4,0,0,1,1,0,0,0,0
2015,Fall,173,CS,Discrete Structures,"Fleck, Margaret M",4,6,9,3,8,3,2,2,0,0,1,0,0,0
2015,Fall,173,CS,Discrete Structures,"Fleck, Margaret M",1,11,5,5,4,3,3,3,0,1,2,0,1,0
2015,Fall,173,CS,Discrete Structures,"Fleck, Margaret M",1,5,14,6,4,1,3,4,0,0,2,0,0,0
2015,Fall,173,CS,Discrete Structures,"Fleck, Margaret M",2,11,4,2,6,4,4,4,3,1,0,0,0,0
2015,Fall,173,CS,Discrete Structures,"Fleck, Margaret M",0,6,6,3,3,7,1,5,3,2,1,1,1,0
2015,Fall,173,CS,Discrete Structures,"Fleck, Margaret M",1,7,7,10,4,4,3,0,0,0,1,0,0,0
2015,Fall,173,CS,Discrete Structures,"Fleck, Margaret M",4,1,3,4,5,1,2,0,1,3,0,1,0,0
2015,Fall,173,CS,Discrete Structures,"Fleck, Margaret M",5,0,2,3,9,2,2,0,1,1,1,0,1,0
2015,Fall,173,CS,Discrete Structures,"Fleck, Margaret M",4,2,4,4,4,4,2,2,1,0,0,0,0,0
2015,Fall,173,CS,Discrete Structures,"Fleck, Margaret M",6,0,3,3,4,4,1,1,2,1,3,2,0,0
2015,Fall,173,CS,Discrete Structures,"Fleck, Margaret M",6,5,8,5,3,0,1,1,0,1,0,1,0,0
2015,Fall,173,CS,Discrete Structures,"Fleck, Margaret M",2,5,2,3,1,3,4,1,0,0,0,0,0,0
2015,Fall,196,CS,Freshman Honors,"Chapman, William L",62,55,9,1,5,2,1,4,0,0,0,0,1,1
2015,Fall,196,CS,Freshman Honors,"Fleck, Margaret M",8,12,5,0,1,0,0,1,0,0,1,0,1,0
2015,Fall,199,CS,Undergraduate Open Seminar,"Heeren, Cinda",0,24,0,0,0,0,0,1,0,0,0,0,0,0
2015,Fall,210,CS,Ethical and Professional Issues,"Cunningham, Ryan M",3,106,32,10,21,5,1,3,0,0,1,0,2,1
2015,Fall,225,CS,Data Structures,"Heeren, Cinda",5,89,48,26,56,13,13,20,4,0,12,0,12,3
2015,Fall,225,CS,Data Structures,"Heeren, Cinda",3,86,36,23,39,19,16,26,11,0,20,0,11,3
2015,Fall,233,CS,Computer Architecture,"Zilles, Craig",7,44,4,7,54,4,4,29,2,0,4,3,3,5
2015,Fall,233,CS,Computer Architecture,"Zilles, Craig",5,37,8,6,39,5,3,24,7,0,4,2,8,0
2015,Fall,241,CS,System Programming,"Angrave, Lawrence C",14,17,13,33,16,18,7,14,8,13,7,9,4,2
2015,Fall,242,CS,Programming Studio,"Woodley, Michael J",4,52,60,24,8,3,9,5,1,3,1,1,4,1
2015,Fall,296,CS,Honors Course,"Zilles, Craig",7,9,6,1,2,1,0,0,0,0,0,0,0,0
2015,Fall,357,CS,Numerical Methods I,"Olson, Luke",0,51,24,32,33,14,17,8,7,6,3,3,0,0
2015,Fall,411,CS,Database Systems,"Sinha, Saurabh",31,65,31,12,30,17,2,3,1,0,0,0,2,0
2015,Fall,412,CS,Introduction to Data Mining,"Chang, Kevin C",10,23,36,16,19,25,7,9,18,4,6,2,9,1
2015,Fall,418,CS,Interactive Computer Graphics,"Shaffer, Eric G",10,47,26,21,22,11,6,7,6,0,3,0,6,2
2015,Fall,420,CS,Parallel Progrmg: Sci and Engrg,"Kale, Laxmikant V",4,16,11,6,7,7,2,1,0,0,0,0,0,0
2015,Fall,425,CS,Distributed Systems,"Gupta, Indranil",20,24,58,61,27,3,2,0,0,0,0,0,1,1
2015,Fall,426,CS,Compiler Construction,"Adve, Vikram S",2,7,5,3,2,1,0,4,0,0,0,0,0,0
2015,Fall,427,CS,Software Engineering I,"Marinov, Darko",13,46,32,30,17,15,12,5,0,0,0,0,1,0
2015,Fall,431,CS,Embedded Systems,"Sha, Lui R",8,20,0,12,19,7,0,9,0,3,2,0,1,0
2015,Fall,433,CS,Computer System Organization,"Torrellas, Josep",5,9,1,0,7,0,0,2,1,0,0,0,1,0
2015,Fall,438,CS,Communication Networks,"Roy Choudhury, Romit",9,27,21,15,13,0,0,1,1,0,0,0,0,1
2015,Fall,440,CS,Artificial Intelligence,"Lazebnik, Svetlana",30,52,7,5,44,5,2,19,1,3,5,1,4,0
2015,Fall,445,CS,Computational Photography,"Hoiem, Derek W",9,22,12,9,12,4,3,1,0,1,0,0,2,0
2015,Fall,446,CS,Machine Learning,"Roth, Dan",9,29,43,45,15,2,0,0,0,0,2,0,4,0
2015,Fall,447,CS,Natural Language Processing,"Hockenmaier, Julia C",15,18,10,10,6,7,2,1,2,0,0,0,0,1
2015,Fall,450,CS,Numerical Analysis,"Fischer, Paul",9,30,18,11,22,6,6,2,2,0,1,0,0,0
2015,Fall,461,CS,Computer Security I,"Bailey, Michael D",4,31,10,17,41,7,5,12,8,0,11,0,4,1
2015,Fall,465,CS,User Interface Design,"Fu, Wai-Tat",6,24,28,19,56,20,10,16,4,0,2,0,1,0
2015,Fall,492,CS,Senior Project I,"Woodley, Michael J",0,8,56,25,22,24,2,0,1,1,0,0,0,0
2015,Fall,498,CS,Digital Forensics,"Campbell, R H",2,5,12,12,2,1,0,0,0,0,0,0,0,0
2015,Fall,498,CS,Algorithms and Models of Comp,"Chekuri, Chandra S",13,51,47,35,38,39,39,38,20,12,10,13,3,0
2015,Fall,498,CS,Probability in CS,"Forsyth, David A",1,26,7,17,17,7,1,1,2,0,1,0,3,0
2015,Fall,498,CS,Theory II,"Har-Peled, Sariel",0,5,5,4,4,2,2,3,0,0,0,0,0,0
2015,Fall,498,CS,Virtual Reality,"Yershova, Ganna",5,46,19,16,7,3,0,0,0,0,0,0,0,0
2015,Fall,519,CS,Scientific Visualization,"Shaffer, Eric G",2,21,4,2,2,0,0,0,0,0,0,0,0,0
2015,Fall,527,CS,Topics in Software Engineering,"Xie, Tao",6,11,8,1,3,1,0,0,0,0,0,0,0,1
2015,Fall,554,CS,Parallel Numerical Algorithms,"Heath, Michael T",3,6,4,8,1,4,0,0,0,0,0,0,0,0
2015,Fall,565,CS,Human-Computer Interaction,"Bailey, Brian P",3,9,9,3,0,1,0,0,0,0,0,0,0,0
2015,Fall,598,CS,Advanced Data Structures,"Erickson, Jeff G",0,14,9,6,0,0,0,0,0,0,0,0,0,0
2015,Fall,598,CS,Machine Lrning Computation Bio,"Peng, Jian",5,13,2,1,0,0,0,0,0,0,0,0,0,0
2015,Fall,598,CS,Data-Driven Design,"Kumar, Ranjitha",2,8,5,4,2,0,0,0,0,0,0,0,0,0
2015,Fall,100,CW,Intro to Creative Writing,"Rubins, John",3,10,5,4,1,1,0,0,0,0,0,0,0,0
2015,Fall,151,CWL,From Hollywood to Bollywood,"Mehta, Rini B",0,19,4,0,1,0,0,1,0,0,0,0,2,0
2015,Fall,207,CWL,Indian Cinema in Context,"Madarieta, Ethan",2,19,0,0,0,0,0,0,0,0,0,0,1,0
2015,Fall,207,CWL,Indian Cinema in Context,"Madarieta, Ethan",1,20,1,0,0,1,0,0,0,0,0,0,0,0
2015,Fall,207,CWL,Indian Cinema in Context,"van Doren, Alexandra B",1,19,0,0,1,0,0,0,0,0,0,1,0,0
2015,Fall,207,CWL,Indian Cinema in Context,"van Doren, Alexandra B",2,19,0,0,1,0,0,0,0,0,0,0,0,1
2015,Fall,207,CWL,Indian Cinema in Context,"van Doren, Alexandra B",0,21,0,0,0,0,0,0,0,0,0,0,1,0
2015,Fall,207,CWL,Indian Cinema in Context,"Jiao, Yang",0,16,1,0,2,1,0,1,0,0,0,0,1,0
2015,Fall,207,CWL,Indian Cinema in Context,"Jiao, Yang",0,20,1,0,0,0,0,1,0,0,0,0,0,0
2015,Fall,241,CWL,Lit Europe and the Americas I,"Efremova, Tatiana V",0,12,2,2,3,1,0,0,0,0,1,0,0,0
2015,Fall,100,DANC,Intro to Contemporary Dance,"Behan, Brendan P",2,20,3,0,0,1,1,0,0,1,0,0,1,0
2015,Fall,100,DANC,Intro to Contemporary Dance,"Weidman, Lailye M",2,25,0,0,1,0,0,0,0,0,0,0,0,0
2015,Fall,100,DANC,Intro to Contemporary Dance,"Levine, Sophia E",11,28,13,1,3,1,2,1,0,0,0,0,1,0
2015,Fall,101,DANC,Modern Dance I,"Smith, Hadley T",5,12,3,1,1,0,0,0,0,0,0,0,0,0
2015,Fall,105,DANC,Jazz Dance I,"Brissey, Caryn D",3,25,6,0,1,1,0,0,0,0,0,0,0,0
2015,Fall,112,DANC,Hip Hop,"Pretty, Jessica L",0,21,6,0,1,0,0,0,0,0,0,0,0,0
2015,Fall,112,DANC,Hip Hop,"Zbikowski, Abigail L",0,2,18,1,2,0,0,0,0,0,0,0,0,0
2015,Fall,260,DANC,Int Contemp Modern Tech Core,"Oliver, Cynthia",0,5,3,5,5,3,0,0,0,0,0,0,0,0
2015,Fall,360,DANC,Int/Adv Contemp Mod Tech Core,"Zbikowski, Abigail L",0,1,9,6,2,3,1,0,0,0,0,0,0,0
2015,Fall,122,EALC,History East Asian Religions,"Mayer, Alexander L",1,7,6,4,3,0,2,0,0,0,0,0,0,0
2015,Fall,250,EALC,Intro to Japanese Culture,"Sakya, Minh-Quang",1,11,3,1,3,1,0,0,0,0,0,0,2,1
2015,Fall,250,EALC,Intro to Japanese Culture,"Lindberg, Todd T",3,9,3,3,2,0,0,0,1,0,0,0,0,0
2015,Fall,305,EALC,Japan Lit in Translation I,"Oyler, Elizabeth A",0,8,7,10,2,0,0,0,1,0,0,0,0,0
2015,Fall,110,ECE,Introduction to Electronics,"Schmitz, Christopher",23,31,18,18,21,16,2,10,0,3,1,0,1,0
2015,Fall,110,ECE,Introduction to Electronics,"Varodayan, David",27,38,23,16,11,6,3,4,3,2,1,0,0,0
2015,Fall,110,ECE,Introduction to Electronics,"Choi, Hyungsoo",12,31,8,11,20,9,4,3,1,2,2,0,3,0
2015,Fall,110,ECE,Introduction to Electronics,"Minin, Serge",19,30,11,12,13,4,0,2,2,0,0,0,1,0
2015,Fall,120,ECE,Introduction to Computing,"Kindratenko, Volodymyr",10,76,49,35,32,21,18,25,10,5,2,3,7,1
2015,Fall,120,ECE,Introduction to Computing,"Bhat, Suma P",5,26,9,10,9,3,1,6,0,1,3,0,2,0
2015,Fall,120,ECE,Introduction to Computing,"Jaramillo Jimen, Juan Jos",3,13,7,6,6,2,1,0,1,0,1,0,0,0
2015,Fall,205,ECE,Elec and Electronic Circuits,"Cheng, Zuofu",29,35,30,25,30,18,12,20,13,20,8,12,9,1
2015,Fall,206,ECE,Elec and Electronic Circuits Lab,"Sharma, Abhishek",4,19,1,0,0,0,0,0,0,0,1,0,0,0
2015,Fall,206,ECE,Elec and Electronic Circuits Lab,"Goldshlag, William",10,14,2,1,1,0,0,0,0,0,0,0,0,0
2015,Fall,210,ECE,Analog Signal Processing,"Hasegawa-Johnso, Mark A",2,16,10,8,15,6,9,13,5,2,2,1,1,0
2015,Fall,210,ECE,Analog Signal Processing,"He, Wei",5,7,9,10,32,5,3,12,6,4,0,2,1,0
2015,Fall,210,ECE,Analog Signal Processing,"Basar, Tangul",2,13,5,3,20,2,4,9,6,2,2,1,1,4
2015,Fall,210,ECE,Analog Signal Processing,"Fliflet, Arne W",3,11,11,6,20,4,5,11,7,1,3,4,3,0
2015,Fall,220,ECE,Computer Systems and Programming,"Hu, Yih-Chun",25,39,37,48,45,35,42,40,23,0,6,0,5,1
2015,Fall,304,ECE,Photonic Devices,"Choquette, Kent D",1,5,3,2,7,2,1,0,4,0,0,0,1,1
2015,Fall,310,ECE,Digital Signal Processing,"Bresler, Yoram",4,19,4,11,10,3,5,11,7,0,2,2,3,0
2015,Fall,310,ECE,Digital Signal Processing,"Radhakrishnan, Chandrasek",3,28,3,7,19,6,1,6,3,0,2,2,3,1
2015,Fall,311,ECE,Digital Signal Processing Lab,"Bresler, Yoram",5,6,5,3,3,0,0,1,0,0,1,0,0,0
2015,Fall,311,ECE,Digital Signal Processing Lab,"Bresler, Yoram",4,15,1,2,2,0,0,1,0,0,0,0,1,0
2015,Fall,313,ECE,Probability with Engrg Applic,"Alvarez, Juan",4,7,6,4,7,9,3,5,3,1,4,0,1,0
2015,Fall,313,ECE,Probability with Engrg Applic,"Wu, Yihong",8,7,3,8,5,5,1,6,1,0,4,0,2,0
2015,Fall,313,ECE,Probability with Engrg Applic,"Wu, Yihong",4,4,7,9,7,3,5,11,0,0,4,2,1,1
2015,Fall,313,ECE,Probability with Engrg Applic,"Katselis, Dimitrios",2,10,3,8,13,11,7,2,6,0,7,0,1,0
2015,Fall,313,ECE,Probability with Engrg Applic,"Kairouz, Peter",7,10,4,9,13,10,7,7,2,1,1,0,4,0
2015,Fall,316,ECE,Ethics and Engineering,"Hillmer, Philip M",0,22,0,0,4,0,0,0,0,0,0,0,0,0
2015,Fall,316,ECE,Ethics and Engineering,"Hillmer, Philip M",0,18,4,0,2,0,0,0,0,0,0,0,0,0
2015,Fall,329,ECE,Fields and Waves I,"Liang, Zhi-Pei",7,4,2,8,8,2,6,1,2,0,1,0,1,1
2015,Fall,329,ECE,Fields and Waves I,"Goddard, Lynford L",10,11,6,5,6,4,8,2,0,2,0,1,2,0
2015,Fall,329,ECE,Fields and Waves I,"Wasserman, Daniel M",4,7,3,5,3,5,1,6,1,1,0,0,2,0
2015,Fall,329,ECE,Fields and Waves I,"He, Wei",1,3,2,5,5,2,3,1,7,2,1,1,2,0
2015,Fall,330,ECE,Power Ckts and Electromechanics,"Sauer, Peter W",3,18,3,0,21,4,0,17,1,0,9,0,0,0
2015,Fall,330,ECE,Power Ckts and Electromechanics,"Dominguez-Garci, Alejandr",2,6,3,0,31,5,0,16,0,0,9,1,3,0
2015,Fall,333,ECE,Green Electric Energy,"Gross, George",3,17,16,15,12,5,9,4,6,0,0,0,2,0
2015,Fall,340,ECE,Semiconductor Electronics,"Feng, Milton",3,5,0,4,4,1,1,3,4,0,4,0,1,0
2015,Fall,340,ECE,Semiconductor Electronics,"Zhu, Wenjuan",2,5,1,4,8,5,2,5,1,0,4,0,4,0
2015,Fall,340,ECE,Semiconductor Electronics,"Kim, Kyekyoon",4,2,3,6,9,2,0,8,3,0,6,0,1,0
2015,Fall,340,ECE,Semiconductor Electronics,"Bayram, Can",2,5,2,6,6,6,4,2,2,0,4,0,5,0
2015,Fall,340,ECE,Semiconductor Electronics,"Dallesasse, John M",3,11,3,5,6,4,1,4,0,0,6,0,1,1
2015,Fall,342,ECE,Electronic Circuits,"Rosenbaum, Elyse",7,12,5,16,12,5,12,7,5,0,1,0,1,0
2015,Fall,342,ECE,Electronic Circuits,"Trick, Timothy N",3,7,4,7,10,3,6,11,5,3,0,0,1,1
2015,Fall,343,ECE,Electronic Circuits Laboratory,"Radhakrishnan, Chandrasek",0,10,8,7,5,0,0,0,0,0,0,0,0,0
2015,Fall,343,ECE,Electronic Circuits Laboratory,"Radhakrishnan, Chandrasek",1,8,7,4,2,0,0,0,0,0,0,0,0,0
2015,Fall,343,ECE,Electronic Circuits Laboratory,"Radhakrishnan, Chandrasek",1,4,9,2,3,2,0,0,0,0,0,1,0,0
2015,Fall,350,ECE,Fields and Waves II,"Kudeki, Erhan",17,9,5,3,7,3,11,8,7,0,3,0,2,0
2015,Fall,380,ECE,Biomedical Imaging,"Boppart, Stephen A",9,5,4,5,7,9,4,2,1,3,0,0,2,0
2015,Fall,385,ECE,Digital Systems Laboratory,"Cheng, Zuofu",34,59,54,39,42,35,26,7,9,2,2,1,1,3
2015,Fall,391,ECE,Computer Systems Engineering,"Kalbarczyk, Zbigniew T",9,34,23,27,26,14,10,5,5,3,7,2,4,0
2015,Fall,395,ECE,Advanced Digital Projects Lab,"Haken, Lippold",4,12,0,0,4,1,0,0,0,0,0,0,0,0
2015,Fall,398,ECE,Innovation and Eng. Design,"Carney, Paul S",7,12,3,0,2,0,0,0,0,0,0,0,1,0
2015,Fall,402,ECE,Electronic Music Synthesis,"Haken, Lippold",6,8,8,2,8,1,0,1,1,0,0,0,0,1
2015,Fall,408,ECE,Applied Parallel Programming,"Patel, Sanjay J",6,36,17,7,26,5,4,3,3,0,0,0,1,0
2015,Fall,411,ECE,Computer Organization and Design,"Hwu, Wen-Mei W",2,24,9,6,12,7,3,7,1,1,0,0,0,0
2015,Fall,420,ECE,Embedded DSP Laboratory,"Hasegawa-Johnso, Mark A",5,10,6,4,3,1,0,0,0,0,0,0,0,0
2015,Fall,439,ECE,Wireless Networks,"Kravets, Robin H",2,16,7,3,1,0,0,0,0,0,0,0,0,0
2015,Fall,444,ECE,IC Device Theory and Fabrication,"Li, Xiuling",2,9,9,0,5,3,1,0,0,0,0,0,0,0
2015,Fall,444,ECE,IC Device Theory and Fabrication,"Lyding, Joseph W",8,12,0,0,9,0,0,3,0,0,0,0,0,0
2015,Fall,445,ECE,Senior Design Project Lab,"Carney, Paul S",15,30,9,8,13,18,9,1,4,0,7,0,4,1
2015,Fall,451,ECE,Adv Microwave Measurements,"Schutt-Aine, Jose E",5,3,7,5,5,0,0,1,0,0,0,0,0,0
2015,Fall,453,ECE,Wireless Communication Systems,"Franke, Steven J",3,8,2,1,9,0,0,2,0,0,1,0,0,1
2015,Fall,455,ECE,Optical Electronics,"Eden, James G",3,9,1,1,6,3,1,0,0,1,0,0,1,0
2015,Fall,456,ECE,Global Nav Satellite Systems,"Makela, Jonathan J",1,10,5,5,3,0,0,0,1,0,0,0,1,0
2015,Fall,459,ECE,Communications Systems,"Alvarez, Juan",2,3,4,2,2,4,2,1,1,0,0,0,0,0
2015,Fall,462,ECE,Logic Synthesis,"Vasudevan, Shobha",7,11,10,5,8,3,2,2,1,0,2,0,1,0
2015,Fall,464,ECE,Power Electronics,"Pilawa Podgursk, Robert C",6,26,10,4,20,5,6,9,1,1,8,1,0,0
2015,Fall,469,ECE,Power Electronics Laboratory,"Pilawa Podgursk, Robert C",5,9,13,2,8,5,1,2,0,1,0,0,0,0
2015,Fall,470,ECE,Introduction to Robotics,"Hutchinson, Seth A",3,22,5,9,9,6,4,8,3,1,0,0,4,0
2015,Fall,476,ECE,Power System Analysis,"Overbye, Thomas J",5,8,1,11,10,6,1,2,2,1,0,1,0,0
2015,Fall,482,ECE,Digital IC Design,"Shanbhag, Naresh R",3,6,6,5,18,5,2,2,3,0,0,0,0,1
2015,Fall,486,ECE,Control Systems,"Hutchinson, Seth A",4,14,6,6,13,6,3,4,1,1,2,0,0,0
2015,Fall,515,ECE,Control System Theory and Design,"Belabbas, Mohamed Ali",12,18,17,3,0,2,0,0,0,0,0,0,0,0
2015,Fall,517,ECE,Nonlinear and Adaptive Control,"Liberzon, Daniel M",1,14,3,6,1,0,0,0,0,0,0,0,0,1
2015,Fall,518,ECE,Adv Semiconductor Nanotech,"Li, Xiuling",7,10,7,1,0,0,0,0,0,0,0,0,0,1
2015,Fall,520,ECE,EM Waves and Radiating Systems,"Jin, Jianming",6,8,7,5,5,0,0,0,0,0,0,0,0,0
2015,Fall,527,ECE,System-On-Chip Design,"Chen, Deming",3,14,10,6,2,0,0,0,0,0,0,0,0,0
2015,Fall,534,ECE,Random Processes,"Raginsky, Maxim",12,5,0,5,7,0,3,0,0,0,0,0,0,0
2015,Fall,551,ECE,Digital Signal Processing II,"Do, Minh N",16,15,4,2,0,0,0,0,0,0,0,0,0,0
2015,Fall,598,ECE,Statistical Learning Theory,"Raginsky, Maxim",14,5,0,0,4,0,0,0,0,0,0,0,0,0
2015,Fall,102,ECON,Microeconomic Principles,"Jachetta, Christine B",10,10,3,3,5,0,0,3,0,0,1,0,1,0
2015,Fall,102,ECON,Microeconomic Principles,"Bottan, Daria",3,13,4,0,8,2,2,2,0,1,0,0,0,0
2015,Fall,102,ECON,Microeconomic Principles,"Bottan, Daria",4,16,6,2,4,1,2,0,0,0,0,0,1,0
2015,Fall,102,ECON,Microeconomic Principles,"Bottan, Daria",2,15,5,1,5,0,2,1,0,0,1,0,2,1
2015,Fall,102,ECON,Microeconomic Principles,"Bottan, Daria",6,16,7,5,2,0,0,0,0,0,0,0,0,0
2015,Fall,102,ECON,Microeconomic Principles,"Chae, Jiyoung",5,19,6,1,2,0,0,1,1,0,0,0,0,1
2015,Fall,102,ECON,Microeconomic Principles,"Chae, Jiyoung",10,14,3,1,5,1,1,1,0,0,0,0,0,0
2015,Fall,102,ECON,Microeconomic Principles,"Chae, Jiyoung",5,18,3,1,2,2,0,1,2,0,1,0,0,0
2015,Fall,102,ECON,Microeconomic Principles,"Cantet, Maria N",7,14,2,4,2,1,1,0,1,0,0,0,0,0
2015,Fall,102,ECON,Microeconomic Principles,"Cantet, Maria N",12,10,5,1,3,2,2,0,0,0,0,0,0,0
2015,Fall,102,ECON,Microeconomic Principles,"Chae, Jiyoung",7,9,7,3,4,0,3,1,0,0,0,0,1,0
2015,Fall,102,ECON,Microeconomic Principles,"Cantet, Maria N",11,12,0,2,2,0,3,0,2,1,0,1,0,0
2015,Fall,102,ECON,Microeconomic Principles,"Cantet, Maria N",9,14,3,6,4,0,0,0,0,0,0,0,0,0
2015,Fall,102,ECON,Microeconomic Principles,"Bottan, Daria",7,12,5,4,3,1,1,3,0,0,0,0,0,0
2015,Fall,102,ECON,Microeconomic Principles,"Bottan, Daria",4,16,4,3,3,2,0,1,0,1,0,0,2,0
2015,Fall,102,ECON,Microeconomic Principles,"Jachetta, Christine B",5,9,5,8,4,0,1,2,0,1,0,0,0,0
2015,Fall,102,ECON,Microeconomic Principles,"Zhang, Cong",3,13,3,4,8,2,3,0,0,0,1,0,0,0
